    ,timestamp ,open          ,high          ,low           ,close         ,open (USD).1  ,high (USD).1  ,low (USD).1   ,close (USD).1 ,volume         ,market cap (USD)  ,pre_close     ,p_change               ,pip_change
503 ,2018-01-31,10134.3740663 ,10388.11144386,9773.02416873 ,10198.47523952,10134.3740663 ,10388.11144386,9773.02416873 ,10198.47523952,109872.32928231,1120530229.6938932,10049.33968789,0.014840333421082041   ,148.40333421082042
502 ,2018-02-01,10250.36262941,10275.06210642,8744.00169933 ,9178.36457303 ,10250.36262941,10275.06210642,8744.00169933 ,9178.36457303 ,196481.70381477,1803380709.5413465,10198.47523952,-0.10002580214510692   ,-1000.2580214510692
501 ,2018-02-02,9142.48532897 ,9151.98087425 ,7838.1914892  ,8908.39055537 ,9142.48532897 ,9151.98087425 ,7838.1914892  ,8908.39055537 ,289674.74315036,2580535746.0105343,9178.36457303 ,-0.02941417455276285   ,-294.14174552762853
500 ,2018-02-03,8890.60003926 ,9508.67443693 ,8245.48399438 ,9223.37056074 ,8890.60003926 ,9508.67443693 ,8245.48399438 ,9223.37056074 ,122968.33789862,1134182547.6778018,8908.39055537 ,0.03535767806903456    ,353.5767806903456
499 ,2018-02-04,9263.88677033 ,9393.62900426 ,7920.46677887 ,8265.5970538  ,9263.88677033 ,9393.62900426 ,7920.46677887 ,8265.5970538  ,152138.67566701,1257516989.363016 ,9223.37056074 ,-0.10384202831629019   ,-1038.420283162902
498 ,2018-02-05,8231.27759889 ,8380.41342498 ,6676.68021058 ,6920.40485183 ,8231.27759889 ,8380.41342498 ,6676.68021058 ,6920.40485183 ,312745.67470394,2164326684.6091933,8265.5970538  ,-0.16274592061701898   ,-1627.4592061701899
497 ,2018-02-06,6947.528871   ,7923.51903438 ,6008.04230669 ,7737.87950154 ,6947.528871   ,7923.51903438 ,6008.04230669 ,7737.87950154 ,454602.62593478,3517660340.567488 ,6920.40485183 ,0.11812526394230116    ,1181.2526394230117
496 ,2018-02-07,7704.58633604 ,8515.75349087 ,7230.88124483 ,7596.08789018 ,7704.58633604 ,8515.75349087 ,7230.88124483 ,7596.08789018 ,243844.67991868,1852265620.2147236,7737.87950154 ,-0.018324349885751157  ,-183.24349885751155
495 ,2018-02-08,7599.3032275  ,8648.37083444 ,7599.3032275  ,8243.78204126 ,7599.3032275  ,8648.37083444 ,7599.3032275  ,8243.78204126 ,175619.280495  ,1447767070.6443086,7596.08789018 ,0.08526680581425605    ,852.6680581425605
494 ,2018-02-09,8250.60303141 ,8734.80158714 ,7810.22052313 ,8708.94189002 ,8250.60303141 ,8734.80158714 ,7810.22052313 ,8708.94189002 ,147520.14841836,1284744400.182484 ,8243.78204126 ,0.056425539446807615   ,564.2553944680761
493 ,2018-02-10,8701.41311238 ,9079.30240065 ,8200.74759385 ,8568.83473835 ,8701.41311238 ,9079.30240065 ,8200.74759385 ,8568.83473835 ,141147.11192593,1209466275.8890903,8708.94189002 ,-0.01608773527706675   ,-160.8773527706675
492 ,2018-02-11,8579.61793729 ,8579.61793729 ,7883.19049477 ,8103.18287606 ,8579.61793729 ,8579.61793729 ,7883.19049477 ,8103.18287606 ,109406.97503731,886544726.643453  ,8568.83473835 ,-0.0543424953927476    ,-543.424953927476
491 ,2018-02-12,8100.57574612 ,8994.26205424 ,8100.57574612 ,8874.17913951 ,8100.57574612 ,8994.26205424 ,8100.57574612 ,8874.17913951 ,114794.07674641,1018703201.2023572,8103.18287606 ,0.09514733595953118    ,951.4733595953118
490 ,2018-02-13,8915.84911506 ,8945.36842393 ,8410.4787644  ,8559.33043011 ,8915.84911506 ,8945.36842393 ,8410.4787644  ,8559.33043011 ,91313.49066045 ,781582339.2891273 ,8874.17913951 ,-0.03547919243575082   ,-354.79192435750815
489 ,2018-02-14,8554.29467214 ,9502.64747071 ,8554.29467214 ,9496.15457863 ,8554.29467214 ,9502.64747071 ,8554.29467214 ,9496.15457863 ,128250.87342702,1217890118.9074914,8559.33043011 ,0.10945063473942329    ,1094.506347394233
488 ,2018-02-15,9487.3229902  ,10196.17746739,9388.09839188 ,10083.77593511,9487.3229902  ,10196.17746739,9388.09839188 ,10083.77593511,157589.06649869,1589092836.3963623,9496.15457863 ,0.06187992746057169    ,618.799274605717
487 ,2018-02-16,10034.38749142,10292.86955428,9733.17514705 ,10196.03688898,10034.38749142,10292.86955428,9733.17514705 ,10196.03688898,100306.26529828,1022726381.1772456,10083.77593511,0.011132829070420458   ,111.32829070420458
486 ,2018-02-17,10190.06840502,11093.3629485 ,10098.39819322,11061.48340219,10190.06840502,11093.3629485 ,10098.39819322,11061.48340219,114517.9473926 ,1266738374.3362365,10196.03688898,0.08488067693687795    ,848.8067693687796
485 ,2018-02-18,11103.9298944 ,11279.5815459 ,10182.84444005,10452.19919414,11103.9298944 ,11279.5815459 ,10182.84444005,10452.19919414,149016.98285806,1557555188.142794 ,11061.48340219,-0.055081600351122195  ,-550.816003511222
484 ,2018-02-19,10427.99003534,11247.87203014,10358.24250386,11173.56417836,10427.99003534,11247.87203014,10358.24250386,11173.56417836,103914.41876653,1161094427.144741 ,10452.19919414,0.06901561774907927    ,690.1561774907927
483 ,2018-02-20,11180.81859222,11786.18070853,11148.90645934,11228.33606205,11180.81859222,11786.18070853,11148.90645934,11228.33606205,136792.48752566,1535952020.7015762,11173.56417836,0.00490191695467046    ,49.0191695467046
482 ,2018-02-21,11248.13603493,11276.90918123,10262.93302514,10462.05900479,11248.13603493,11276.90918123,10262.93302514,10462.05900479,170751.24171441,1786409565.9564903,11228.33606205,-0.06824493433625445   ,-682.4493433625445
481 ,2018-02-22,10470.30877614,10911.52686107,9779.78415782 ,9837.72055535 ,10470.30877614,10911.52686107,9779.78415782 ,9837.72055535 ,161217.8685244 ,1586016339.0728505,10462.05900479,-0.05967644123916238   ,-596.7644123916239
480 ,2018-02-23,9842.8887083  ,10402.32567139,9621.47299241 ,10179.04047122,9842.8887083  ,10402.32567139,9621.47299241 ,10179.04047122,129679.25573582,1320010392.4125092,9837.72055535 ,0.034695020452108816   ,346.95020452108815
479 ,2018-02-24,10167.65983491,10514.55933823,9421.62398828 ,9678.98167273 ,10167.65983491,10514.55933823,9421.62398828 ,9678.98167273 ,116844.76546072,1130938343.4487917,10179.04047122,-0.049126319902534465  ,-491.26319902534465
478 ,2018-02-25,9699.70101344 ,9858.66659142 ,9341.57567908 ,9581.75951733 ,9699.70101344 ,9858.66659142 ,9341.57567908 ,9581.75951733 ,75519.44892221 ,723609198.4540911 ,9678.98167273 ,-0.010044667785033545  ,-100.44667785033545
477 ,2018-02-26,9613.39804177 ,10444.61344667,9414.01839356 ,10319.39482721,9613.39804177 ,10444.61344667,9414.01839356 ,10319.39482721,109467.55124254,1129638882.0398357,9581.75951733 ,0.07698328355516337    ,769.8328355516337
476 ,2018-02-27,10328.16081422,10866.17682791,10167.50432857,10671.70417891,10328.16081422,10866.17682791,10167.50432857,10671.70417891,92730.1262093  ,989588475.3782947 ,10319.39482721,0.034140505097356666   ,341.40505097356663
475 ,2018-02-28,10596.77408533,11050.66055293,10312.05484771,10319.50464708,10596.77408533,11050.66055293,10312.05484771,10319.50464708,101735.32026957,1049858110.2937936,10671.70417891,-0.03300311983216653   ,-330.0311983216653
474 ,2018-03-01,10335.33132853,11064.24064367,10260.91727067,10911.33254094,10335.33132853,11064.24064367,10260.91727067,10911.33254094,82522.15322187 ,900426655.7983651 ,10319.50464708,0.05735041691438769    ,573.5041691438769
473 ,2018-03-02,10918.89048099,11163.6603055 ,10801.63026234,11034.10264659,10918.89048099,11163.6603055 ,10801.63026234,11034.10264659,71388.22242495 ,787704973.9947909 ,10911.33254094,0.011251614336686977   ,112.51614336686977
472 ,2018-03-03,11033.1553957 ,11513.4244409 ,11033.1553957 ,11459.07621577,11033.1553957 ,11513.4244409 ,11033.1553957 ,11459.07621577,68033.04677401 ,779595868.1744285 ,11034.10264659,0.038514556443004944   ,385.14556443004943
471 ,2018-03-04,11445.59316813,11514.01677493,11104.44477316,11503.560256  ,11445.59316813,11514.01677493,11104.44477316,11503.560256  ,56741.69281856 ,652731482.3655176 ,11459.07621577,0.0038819918283450328  ,38.81991828345033
470 ,2018-03-05,11489.17660431,11676.43084605,11430.78201957,11554.4152002 ,11489.17660431,11676.43084605,11430.78201957,11554.4152002 ,62157.36921448 ,718192051.6561712 ,11503.560256  ,0.004420800436410355   ,44.208004364103545
469 ,2018-03-06,11425.54841116,11425.54841116,10613.67641462,10700.21212506,11425.54841116,11425.54841116,10613.67641462,10700.21212506,105963.53383054,1133832289.5076704,11554.4152002 ,-0.07392871558962277   ,-739.2871558962278
468 ,2018-03-07,10721.95826563,10895.48196552,9587.66398332 ,9883.5982011  ,10721.95826563,10895.48196552,9587.66398332 ,9883.5982011  ,174229.61830687,1722015542.0761433,10700.21212506,-0.07631754533608559   ,-763.175453360856
467 ,2018-03-08,9929.76493882 ,10121.416272  ,9171.86986639 ,9355.00579261 ,9929.76493882 ,10121.416272  ,9171.86986639 ,9355.00579261 ,146918.31835457,1374421719.247387 ,9883.5982011  ,-0.053481778370064625  ,-534.8177837006463
466 ,2018-03-09,9317.64592776 ,9413.31183652 ,8422.73640497 ,9281.02010238 ,9317.64592776 ,9413.31183652 ,8422.73640497 ,9281.02010238 ,220488.74137965,2046360441.0934532,9355.00579261 ,-0.007908673908940234  ,-79.08673908940233
465 ,2018-03-10,9244.58781825 ,9499.94755195 ,8753.18408765 ,8806.77842208 ,9244.58781825 ,9499.94755195 ,8753.18408765 ,8806.77842208 ,110589.46167636,973936884.8005328 ,9281.02010238 ,-0.05109801240257916   ,-510.9801240257916
464 ,2018-03-11,8803.53786898 ,9728.49832828 ,8514.01019498 ,9557.90985865 ,8803.53786898 ,9728.49832828 ,8514.01019498 ,9557.90985865 ,139791.73598648,1336116811.5429091,8806.77842208 ,0.08529014817572711    ,852.9014817572711
463 ,2018-03-12,9542.94947913 ,9896.7714488  ,8848.09188498 ,9175.08789877 ,9542.94947913 ,9896.7714488  ,8848.09188498 ,9175.08789877 ,143303.6152737 ,1314823266.3473935,9557.90985865 ,-0.04005289498870335   ,-400.5289498870335
462 ,2018-03-13,9144.62645614 ,9467.06546155 ,8887.07726971 ,9153.60355131 ,9144.62645614 ,9467.06546155 ,8887.07726971 ,9153.60355131 ,127552.58116631,1167565759.9429305,9175.08789877 ,-0.0023415958187038566 ,-23.415958187038566
461 ,2018-03-14,9155.67342276 ,9358.06049218 ,7994.16902506 ,8233.52992285 ,9155.67342276 ,9358.06049218 ,7994.16902506 ,8233.52992285 ,170221.56300946,1401524332.5530815,9153.60355131 ,-0.1005149090522196    ,-1005.149090522196
460 ,2018-03-15,8213.34986389 ,8401.42196538 ,7720.52724452 ,8260.17851168 ,8213.34986389 ,8401.42196538 ,7720.52724452 ,8260.17851168 ,175607.39971686,1450548469.6337721,8233.52992285 ,0.0032365934270843777  ,32.36593427084378
459 ,2018-03-16,8267.30127479 ,8608.9353281  ,7932.699875   ,8300.99952406 ,8267.30127479 ,8608.9353281  ,7932.699875   ,8300.99952406 ,120321.48281177,998788571.5548552 ,8260.17851168 ,0.004941904381640105   ,49.41904381640106
458 ,2018-03-17,8274.76552633 ,8329.58646237 ,7788.01573798 ,7894.74141047 ,8274.76552633 ,8329.58646237 ,7788.01573798 ,7894.74141047 ,102468.98246603,808966119.163441  ,8300.99952406 ,-0.04894086698987066   ,-489.4086698987066
457 ,2018-03-18,7863.65306787 ,8233.68000922 ,7366.10007862 ,8222.41801353 ,7863.65306787 ,8233.68000922 ,7366.10007862 ,8222.41801353 ,184305.46521395,1515436577.167763 ,7894.74141047 ,0.04150567903660973    ,415.05679036609735
456 ,2018-03-19,8206.28354805 ,8684.58419073 ,8135.34691697 ,8564.62995637 ,8206.28354805 ,8684.58419073 ,8135.34691697 ,8564.62995637 ,157346.70211408,1347616278.4624846,8222.41801353 ,0.04161938036680812    ,416.1938036680812
455 ,2018-03-20,8606.07786545 ,9017.25485337 ,8349.01300099 ,8891.501904   ,8606.07786545 ,9017.25485337 ,8349.01300099 ,8891.501904   ,123535.59368021,1098416966.4188256,8564.62995637 ,0.03816533222044094    ,381.6533222044094
454 ,2018-03-21,8912.23068024 ,9170.18546988 ,8787.81107885 ,8931.48105986 ,8912.23068024 ,9170.18546988 ,8787.81107885 ,8931.48105986 ,101558.39284668,907066862.1795954 ,8891.501904   ,0.004496333273236397   ,44.963332732363966
453 ,2018-03-22,8908.05031342 ,9083.50629093 ,8516.97937767 ,8707.21392658 ,8908.05031342 ,9083.50629093 ,8516.97937767 ,8707.21392658 ,110881.55007751,965469377.0353278 ,8931.48105986 ,-0.02510973619906165   ,-251.0973619906165
452 ,2018-03-23,8715.45500549 ,8883.48553668 ,8328.23810443 ,8883.48553668 ,8715.45500549 ,8883.48553668 ,8328.23810443 ,8883.48553668 ,101486.38354803,901552820.4189546 ,8707.21392658 ,0.02024431828439477    ,202.44318284394768
451 ,2018-03-24,8927.05365889 ,9009.09906322 ,8602.51059636 ,8602.51059636 ,8927.05365889 ,9009.09906322 ,8602.51059636 ,8602.51059636 ,86369.4325408  ,742993958.6340106 ,8883.48553668 ,-0.03162890727517387   ,-316.2890727517387
450 ,2018-03-25,8550.46352001 ,8670.4441486  ,8412.13922602 ,8481.61213115 ,8550.46352001 ,8670.4441486  ,8412.13922602 ,8481.61213115 ,73724.46670737 ,625302331.1880513 ,8602.51059636 ,-0.014053858330747904  ,-140.53858330747903
449 ,2018-03-26,8476.2171584  ,8507.47962199 ,7892.66826653 ,8174.56038297 ,8476.2171584  ,8507.47962199 ,7892.66826653 ,8174.56038297 ,125883.38461163,1029041328.7207178,8481.61213115 ,-0.03620205020367595   ,-362.0205020367595
448 ,2018-03-27,8153.78578596 ,8213.35352981 ,7772.08330777 ,7822.07047386 ,8153.78578596 ,8213.35352981 ,7772.08330777 ,7822.07047386 ,109351.42940192,855354587.1995639 ,8174.56038297 ,-0.04312035052604668   ,-431.2035052604668
447 ,2018-03-28,7815.43053662 ,8109.40602093 ,7771.71851066 ,7951.85795178 ,7815.43053662 ,8109.40602093 ,7771.71851066 ,7951.85795178 ,78924.32185015 ,627594996.2928715 ,7822.07047386 ,0.016592471054016622   ,165.92471054016622
446 ,2018-03-29,7962.73434018 ,7983.77409534 ,6947.96303199 ,7120.34138335 ,7962.73434018 ,7983.77409534 ,6947.96303199 ,7120.34138335 ,178222.14441439,1269002510.3037055,7951.85795178 ,-0.10456884082591889   ,-1045.688408259189
445 ,2018-03-30,7113.43034513 ,7262.72042668 ,6605.26896412 ,6861.76176282 ,7113.43034513 ,7262.72042668 ,6605.26896412 ,6861.76176282 ,219513.60909065,1506250089.2771914,7120.34138335 ,-0.03631562120527754   ,-363.15621205277535
444 ,2018-03-31,6855.48613023 ,7202.91945835 ,6818.30700001 ,6940.56190022 ,6855.48613023 ,7202.91945835 ,6818.30700001 ,6940.56190022 ,121473.66647322,843095501.4040473 ,6861.76176282 ,0.011483951224738442   ,114.83951224738442
443 ,2018-04-01,6940.78677864 ,7050.21023421 ,6474.30854471 ,6811.7743311  ,6940.78677864 ,7050.21023421 ,6474.30854471 ,6811.7743311  ,121243.41077548,825882753.3355098 ,6940.56190022 ,-0.018555784239301598  ,-185.557842393016
442 ,2018-04-02,6826.31194072 ,7115.64966809 ,6789.65948845 ,7067.67878269 ,6826.31194072 ,7115.64966809 ,6789.65948845 ,7067.67878269 ,100669.76408737,711501555.6987737 ,6811.7743311  ,0.0375679579432977     ,375.67957943297705
441 ,2018-04-03,7069.17442812 ,7521.25555599 ,7045.07557519 ,7431.60784856 ,7069.17442812 ,7521.25555599 ,7045.07557519 ,7431.60784856 ,117165.5174648 ,870728179.1720548 ,7067.67878269 ,0.051492021222204754   ,514.9202122220476
440 ,2018-04-04,7427.66472297 ,7428.5349733  ,6732.73896849 ,6809.22860414 ,7427.66472297 ,7428.5349733  ,6732.73896849 ,6809.22860414 ,118605.51121716,807612039.5884819 ,7431.60784856 ,-0.08374758963372864   ,-837.4758963372864
439 ,2018-04-05,6809.48899109 ,6922.6173542  ,6617.21149233 ,6818.00180159 ,6809.48899109 ,6922.6173542  ,6617.21149233 ,6818.00180159 ,108452.70636611,739430747.3915391 ,6809.22860414 ,0.0012884275091991082  ,12.884275091991082
438 ,2018-04-06,6788.59640783 ,6844.91315422 ,6533.08936337 ,6627.73032217 ,6788.59640783 ,6844.91315422 ,6533.08936337 ,6627.73032217 ,89025.18522764 ,590034919.5701572 ,6818.00180159 ,-0.027907220466798166  ,-279.0722046679817
437 ,2018-04-07,6630.79226206 ,7069.6384942  ,6622.36417119 ,6924.77559833 ,6630.79226206 ,7069.6384942  ,6622.36417119 ,6924.77559833 ,87685.73295719 ,607204023.9037333 ,6627.73032217 ,0.044818552011142154   ,448.18552011142157
436 ,2018-04-08,6919.36039259 ,7106.08828813 ,6919.36039259 ,7030.91407786 ,6919.36039259 ,7106.08828813 ,6919.36039259 ,7030.91407786 ,62107.3867985  ,436671700.1809392 ,6924.77559833 ,0.015327352926150617   ,153.27352926150616
435 ,2018-04-09,7040.4138137  ,7185.72575062 ,6625.86965239 ,6785.96065259 ,7040.4138137  ,7185.72575062 ,6625.86965239 ,6785.96065259 ,134064.92739899,909759322.222295  ,7030.91407786 ,-0.03483948495990685   ,-348.39484959906855
434 ,2018-04-10,6785.56874679 ,6896.05020018 ,6689.15349903 ,6849.6086791  ,6785.56874679 ,6896.05020018 ,6689.15349903 ,6849.6086791  ,63077.52305547 ,432056349.3767628 ,6785.96065259 ,0.009379368635995089   ,93.7936863599509
433 ,2018-04-11,6854.18766782 ,7008.28940069 ,6830.5056689  ,6984.19199039 ,6854.18766782 ,7008.28940069 ,6830.5056689  ,6984.19199039 ,64881.52967148 ,453145059.8555913 ,6849.6086791  ,0.01964832118083626    ,196.4832118083626
432 ,2018-04-12,6970.22632254 ,7973.15583131 ,6813.59196269 ,7917.77718206 ,6970.22632254 ,7973.15583131 ,6813.59196269 ,7917.77718206 ,194631.71817982,1541050577.1090643,6984.19199039 ,0.1336711809976845     ,1336.711809976845
431 ,2018-04-13,7916.19907157 ,8216.77576965 ,7755.18409777 ,7888.04353599 ,7916.19907157 ,8216.77576965 ,7755.18409777 ,7888.04353599 ,142519.22151161,1124197823.9986877,7917.77718206 ,-0.003755302199886401  ,-37.55302199886401
430 ,2018-04-14,7890.92767781 ,8164.24901832 ,7856.46981449 ,7993.40313113 ,7890.92767781 ,8164.24901832 ,7856.46981449 ,7993.40313113 ,69523.35241087 ,555728182.8474417 ,7888.04353599 ,0.013356872925369245   ,133.56872925369245
429 ,2018-04-15,8003.66235866 ,8361.7668229  ,8003.66235866 ,8360.88220011 ,8003.66235866 ,8361.7668229  ,8003.66235866 ,8360.88220011 ,73790.05411779 ,616949950.0183216 ,7993.40313113 ,0.04597279318352743    ,459.72793183527426
428 ,2018-04-16,8349.19455114 ,8389.08885159 ,7926.31830303 ,8057.44038623 ,8349.19455114 ,8389.08885159 ,7926.31830303 ,8057.44038623 ,91141.50406736 ,734367235.7337418 ,8360.88220011 ,-0.036293037817947904  ,-362.930378179479
427 ,2018-04-17,8057.88552056 ,8145.91892262 ,7852.67588028 ,7899.99600976 ,8057.88552056 ,8145.91892262 ,7852.67588028 ,7899.99600976 ,74076.52605041 ,585204260.2149204 ,8057.44038623 ,-0.019540247140899636  ,-195.40247140899635
426 ,2018-04-18,7905.10265571 ,8205.85471295 ,7905.10265571 ,8155.57001228 ,7905.10265571 ,8205.85471295 ,7905.10265571 ,8155.57001228 ,75283.59689943 ,613980645.2896385 ,7899.99600976 ,0.03235115589985771    ,323.5115589985771
425 ,2018-04-19,8164.4325448  ,8289.43995982 ,8123.00083278 ,8284.75588285 ,8164.4325448  ,8289.43995982 ,8123.00083278 ,8284.75588285 ,72285.84908404 ,598870613.4456233 ,8155.57001228 ,0.015840201282740773   ,158.40201282740773
424 ,2018-04-20,8273.90803962 ,8878.05900627 ,8253.99516883 ,8842.94574758 ,8273.90803962 ,8878.05900627 ,8253.99516883 ,8842.94574758 ,114587.38111672,1013289994.5728436,8284.75588285 ,0.06737553557679243    ,673.7553557679244
423 ,2018-04-21,8853.47383737 ,9013.67848443 ,8618.00361406 ,8871.82306495 ,8853.47383737 ,9013.67848443 ,8618.00361406 ,8871.82306495 ,93488.65529744 ,829414808.3787904 ,8842.94574758 ,0.003265576674820414   ,32.655766748204144
422 ,2018-04-22,8897.59457826 ,8990.87523303 ,8762.74724211 ,8804.85016775 ,8897.59457826 ,8990.87523303 ,8762.74724211 ,8804.85016775 ,68882.59064327 ,606500889.780632  ,8871.82306495 ,-0.007548944192157014  ,-75.48944192157015
421 ,2018-04-23,8798.04393711 ,8997.68712354 ,8777.6895641  ,8948.10460143 ,8798.04393711 ,8997.68712354 ,8777.6895641  ,8948.10460143 ,63860.19379886 ,571427693.9799303 ,8804.85016775 ,0.016269945649354023   ,162.69945649354023
420 ,2018-04-24,8954.13077566 ,9702.50271596 ,8949.0942099  ,9702.50271596 ,8954.13077566 ,9702.50271596 ,8949.0942099  ,9702.50271596 ,135162.52839115,1311414798.8114822,8948.10460143 ,0.08430814660005659    ,843.0814660005659
419 ,2018-04-25,9643.97696367 ,9750.94185948 ,8795.91827033 ,8861.46567894 ,9643.97696367 ,9750.94185948 ,8795.91827033 ,8861.46567894 ,186536.14136427,1652983614.5812466,9702.50271596 ,-0.0866824840601742    ,-866.824840601742
418 ,2018-04-26,8873.86705484 ,9296.61503493 ,8699.4549266  ,9281.19512075 ,8873.86705484 ,9296.61503493 ,8699.4549266  ,9281.19512075 ,109783.58823868,1018922903.4996825,8861.46567894 ,0.04736569062243534    ,473.6569062243534
417 ,2018-04-27,9283.77125806 ,9377.73163952 ,8963.5751173  ,9007.22026044 ,9283.77125806 ,9377.73163952 ,8963.5751173  ,9007.22026044 ,80699.02095088 ,726873856.5066645 ,9281.19512075 ,-0.029519351413857642  ,-295.1935141385764
416 ,2018-04-28,8934.81564795 ,9428.00879948 ,8934.81564795 ,9340.10384218 ,8934.81564795 ,9428.00879948 ,8934.81564795 ,9340.10384218 ,96949.20649857 ,905515656.1135536 ,9007.22026044 ,0.03695741550831566    ,369.5741550831566
415 ,2018-04-29,9348.84002593 ,9534.49662062 ,9203.96197444 ,9414.92919297 ,9348.84002593 ,9534.49662062 ,9203.96197444 ,9414.92919297 ,69503.45054302 ,654370065.5298058 ,9340.10384218 ,0.008011190459370265   ,80.11190459370266
414 ,2018-04-30,9409.35317454 ,9449.43775858 ,9158.47316613 ,9242.93318688 ,9409.35317454 ,9449.43775858 ,9158.47316613 ,9242.93318688 ,64695.72222444 ,597978237.997174  ,9414.92919297 ,-0.018268433311046772  ,-182.68433311046772
413 ,2018-05-01,9252.81365477 ,9252.81365477 ,8882.26042406 ,9104.4157047  ,9252.81365477 ,9252.81365477 ,8882.26042406 ,9104.4157047  ,76676.68283624 ,698096395.3987652 ,9242.93318688 ,-0.014986312178110306  ,-149.86312178110305
412 ,2018-05-02,9085.73977841 ,9272.9740958  ,9015.27156591 ,9235.36866148 ,9085.73977841 ,9272.9740958  ,9015.27156591 ,9235.36866148 ,67755.24722571 ,625744686.878876  ,9104.4157047  ,0.014383455350396313   ,143.83455350396312
411 ,2018-05-03,9239.28317076 ,9779.90592984 ,9184.98545777 ,9747.30722129 ,9239.28317076 ,9779.90592984 ,9184.98545777 ,9747.30722129 ,97455.20888572 ,949925861.3245026 ,9235.36866148 ,0.05543239025695379    ,554.323902569538
410 ,2018-05-04,9730.6854974  ,9761.80156524 ,9557.91047417 ,9702.20217206 ,9730.6854974  ,9761.80156524 ,9557.91047417 ,9702.20217206 ,74955.63851697 ,727234758.827731  ,9747.30722129 ,-0.004627436912164051  ,-46.27436912164051
409 ,2018-05-05,9694.34284002 ,9940.16206686 ,9687.50711368 ,9821.48400361 ,9694.34284002 ,9940.16206686 ,9687.50711368 ,9821.48400361 ,71137.54418404 ,698676252.2593942 ,9702.20217206 ,0.012294304884050034   ,122.94304884050034
408 ,2018-05-06,9825.67670684 ,9909.34261324 ,9465.3397765  ,9645.33893595 ,9825.67670684 ,9909.34261324 ,9465.3397765  ,9645.33893595 ,64497.72394785 ,622102408.074007  ,9821.48400361 ,-0.017934669302037798  ,-179.34669302037798
407 ,2018-05-07,9644.18249885 ,9657.96524812 ,9248.25987803 ,9374.06131076 ,9644.18249885 ,9657.96524812 ,9248.25987803 ,9374.06131076 ,75336.64384121 ,706210318.3143015 ,9645.33893595 ,-0.028125255835116048  ,-281.2525583511605
406 ,2018-05-08,9384.10308669 ,9465.58891976 ,9098.88385523 ,9221.41042078 ,9384.10308669 ,9465.58891976 ,9098.88385523 ,9221.41042078 ,77350.12379155 ,713277237.5797698 ,9374.06131076 ,-0.01628439210278909   ,-162.84392102789093
405 ,2018-05-09,9202.14709225 ,9372.10653711 ,9015.10013095 ,9326.21797432 ,9202.14709225 ,9372.10653711 ,9015.10013095 ,9326.21797432 ,72424.65353889 ,675448105.6183597 ,9221.41042078 ,0.011365674962674044   ,113.65674962674044
404 ,2018-05-10,9327.66522604 ,9395.44450596 ,9052.80978121 ,9052.80978121 ,9327.66522604 ,9395.44450596 ,9052.80978121 ,9052.80978121 ,71782.40879307 ,649832492.4410281 ,9326.21797432 ,-0.029316084383062435  ,-293.16084383062434
403 ,2018-05-11,9055.41047802 ,9055.41047802 ,8389.51593664 ,8442.20750983 ,9055.41047802 ,9055.41047802 ,8389.51593664 ,8442.20750983 ,134262.87805682,1133475077.423213 ,9052.80978121 ,-0.06744892316718798   ,-674.4892316718798
402 ,2018-05-12,8436.27790286 ,8662.43721369 ,8261.92378401 ,8502.51620143 ,8436.27790286 ,8662.43721369 ,8261.92378401 ,8502.51620143 ,95719.56158124 ,813857123.1386387 ,8442.20750983 ,0.007143711112262752   ,71.43711112262751
401 ,2018-05-13,8502.79228013 ,8778.24453084 ,8390.48308558 ,8698.99790263 ,8502.79228013 ,8778.24453084 ,8390.48308558 ,8698.99790263 ,68491.20304336 ,595804831.6230196 ,8502.51620143 ,0.023108653549752223   ,231.08653549752222
400 ,2018-05-14,8719.83994226 ,8877.1834701  ,8358.40144505 ,8698.51012911 ,8719.83994226 ,8877.1834701  ,8358.40144505 ,8698.51012911 ,109537.13416794,952809871.0738816 ,8698.99790263 ,-5.607238045812757e-05 ,-0.5607238045812757
399 ,2018-05-15,8691.25516877 ,8829.03527292 ,8438.29535432 ,8515.87436058 ,8691.25516877 ,8829.03527292 ,8438.29535432 ,8515.87436058 ,88386.32976786 ,752686879.4954983 ,8698.51012911 ,-0.020996212663913716  ,-209.96212663913715
398 ,2018-05-16,8503.15902973 ,8516.64087852 ,8171.40110686 ,8370.76133642 ,8503.15902973 ,8516.64087852 ,8171.40110686 ,8370.76133642 ,99886.79795334 ,836128546.326863  ,8515.87436058 ,-0.017040296511621533  ,-170.40296511621534
397 ,2018-05-17,8361.35741121 ,8452.85678226 ,8059.49253475 ,8111.58886524 ,8361.35741121 ,8452.85678226 ,8059.49253475 ,8111.58886524 ,77661.38221594 ,629957203.2419758 ,8370.76133642 ,-0.03096163667364138   ,-309.6163667364138
396 ,2018-05-18,8102.12575844 ,8288.98992715 ,7976.92195101 ,8267.49124667 ,8102.12575844 ,8288.98992715 ,7976.92195101 ,8267.49124667 ,71646.35681874 ,592335627.8546032 ,8111.58886524 ,0.019219709482328096   ,192.19709482328096
395 ,2018-05-19,8262.25776955 ,8390.31657824 ,8203.21852534 ,8290.73614976 ,8262.25776955 ,8390.31657824 ,8203.21852534 ,8290.73614976 ,47902.35920398 ,397145821.1112022 ,8267.49124667 ,0.0028116029877094384  ,28.116029877094384
