          ,close ,high   ,low    ,p_change,open   ,pre_close,volume  ,date    ,date_week,atr21             ,atr14             ,key
2018-11-27,153.73,157.01 ,150.55 ,0.444   ,152.0  ,153.05   ,18451506,20181127,1        ,17.069841382134495,17.076663841145404,369
2018-11-28,160.07,160.28 ,153.125,4.124   ,158.48 ,153.73   ,20113137,20181128,2        ,16.175310347394994,15.763775328992683,370
2018-11-29,160.07,160.28 ,153.125,0.0     ,158.48 ,160.07   ,20113137,20181129,3        ,15.355282133995448,14.615938618460325,371
2018-11-30,163.43,163.86 ,155.72 ,2.099   ,157.75 ,160.07   ,18239114,20181130,4        ,14.699347394541318,13.752480135998951,372
2018-12-03,163.43,163.86 ,155.72 ,0.0     ,157.75 ,163.43   ,18239114,20181203,0        ,14.103043085946654,13.004149451199092,373
2018-12-04,157.11,168.44 ,156.5  ,-3.867  ,168.24 ,163.43   ,20249736,20181204,1        ,13.906402805406048,12.862262857705879,374
2018-12-06,158.29,158.49 ,150.81 ,0.751   ,151.44 ,157.11   ,17307741,20181206,3        ,13.789457095823684,12.829961143345098,375
2018-12-07,147.61,158.87 ,145.616,-6.747  ,158.46 ,158.29   ,17041949,20181207,4        ,13.74077917802153 ,12.88649965756575 ,376
2018-12-10,151.86,152.86 ,145.65 ,2.879   ,145.8  ,147.61   ,15736835,20181210,0        ,13.640708343655934,12.853633036556982,377
2018-12-11,148.19,155.89 ,145.0  ,-2.417  ,155.56 ,151.86   ,16797832,20181211,1        ,13.39064394877812 ,12.591815298349383,378
2018-12-12,148.9 ,152.78 ,144.82 ,0.479   ,148.42 ,148.19   ,16353398,20181212,2        ,12.896949044343746,11.974239925236134,379
2018-12-13,148.89,153.38 ,147.44 ,-0.007  ,150.79 ,148.9    ,11784624,20181213,3        ,12.264499131221587,11.169674601871314,380
2018-12-14,146.45,150.59 ,145.5  ,-1.639  ,147.21 ,148.89   ,11795531,20181214,4        ,11.61227193747417 ,10.359051321621806,381
2018-12-17,143.58,148.15 ,141.24 ,-1.96   ,145.24 ,146.45   ,16571683,20181217,0        ,11.252065397703788,9.997844478738896 ,382
2018-12-18,146.94,150.33 ,144.25 ,2.34    ,145.35 ,143.58   ,14109251,20181218,1        ,10.78187763427617 ,9.475465214907047 ,383
2018-12-19,138.51,147.745,136.43 ,-5.737  ,145.58 ,146.94   ,18634147,20181219,2        ,10.830343303887428,9.720736519586108 ,384
2018-12-20,135.1 ,141.8  ,132.688,-2.462  ,138.17 ,138.51   ,18739697,20181220,3        ,11.141403003534027,10.324904983641296,385
2018-12-21,129.57,137.5  ,128.46 ,-4.093  ,136.17 ,135.1    ,21593525,20181221,4        ,11.042184548667295,10.288250985822456,386
2018-12-24,127.08,129.98 ,124.5  ,-1.922  ,126.49 ,129.57   ,11595978,20181224,0        ,11.001985953333907,10.329817521046133,387
2018-12-26,133.1 ,133.14 ,124.46 ,4.737   ,128.94 ,127.08   ,17377484,20181226,2        ,10.790896321212642,10.109841851573313,388
2018-12-27,133.1 ,133.14 ,124.46 ,0.0     ,128.94 ,133.1    ,17377484,20181227,3        ,10.598996655647856,9.919196271363536 ,389
2018-12-28,133.1 ,133.14 ,124.46 ,0.0     ,128.94 ,133.1    ,17377484,20181228,4        ,10.424542414225321,9.753970101848397 ,390
2018-12-31,133.1 ,133.14 ,124.46 ,0.0     ,128.94 ,133.1    ,17377484,20181231,0        ,10.265947649295747,9.610774088268611 ,391
